"year","Site","N","n","tau_all_kg","tau_all_cnt","mu_all_kg","mu_all_cnt","se_all_kg","tau_lrg_kg","tau_lrg_cnt","mu_lrg_kg","mu_lrg_cnt","se_lrg_kg"
1999,"3",44,32,18.004,1155,0.409181818181818,26.25,0.0644064563550822,7.01870550242628,202.083926031294,0.159516034146052,4.59281650071124,0.0131868296831884
1999,"4",43,42,13.65,815,0.317441860465116,18.953488372093,0.0497050581364439,5.751698,178,0.133760418604651,4.13953488372093,0.00347619739175788
1999,"5",44,44,5.4,403,0.122727272727273,9.15909090909091,0.0315165040095754,1.498164,51,0.0340491818181818,1.15909090909091,0.00131818782473794
1999,"6",43,43,4.998,370,0.116232558139535,8.6046511627907,0.0231405938643692,1.299347,50,0.0302173720930233,1.16279069767442,0.000917422038548982
1999,"7",44,44,12.382,593,0.281409090909091,13.4772727272727,0.0422379537123594,8.382666,268,0.190515136363636,6.09090909090909,0.00431089946182898
1999,"8",41,41,4.102,273,0.100048780487805,6.65853658536585,0.0184283037617679,1.545733,47,0.0377008048780488,1.14634146341463,0.00108450674328701
2000,"1",44,44,7.914,350,0.179863636363636,7.95454545454545,0.025004832321749,6.044337,208,0.137371295454545,4.72727272727273,0.00287905679787386
2000,"2",44,44,18.285,1146,0.415568181818182,26.0454545454545,0.0563199238656802,9.139452,328,0.207714818181818,7.45454545454545,0.0042438586693112
2000,"3",42,42,14.789,893,0.352119047619048,21.2619047619048,0.0661072247153044,8.967139,288,0.213503309523809,6.85714285714286,0.00618499528470631
2000,"4",44,44,12.551,731,0.28525,16.6136363636364,0.0428047107349105,6.292975,233,0.143022159090909,5.29545454545454,0.00323551118238353
2000,"5",43,43,8.407,620,0.195511627906977,14.4186046511628,0.0431446660212254,3.064127,123,0.0712587674418605,2.86046511627907,0.00239805200979124
2000,"6",44,44,12.944,854,0.294181818181818,19.4090909090909,0.0468713239317099,5.512665,199,0.125287840909091,4.52272727272727,0.00300935886209932
2000,"7",44,44,25.651,1218,0.582977272727273,27.6818181818182,0.0807584324178742,18.140014,627,0.412273045454545,14.25,0.00860983560851185
2000,"8",44,44,10.751,733,0.244340909090909,16.6590909090909,0.0439483762021455,4.87915,176,0.110889772727273,4,0.00300685027576991
2001,"1",44,44,22.776,799,0.517636363636364,18.1590909090909,0.0628230601178242,19.802535,602,0.450057613636364,13.6818181818182,0.00823447820283581
2001,"2",44,44,39.02,1537,0.886818181818182,34.9318181818182,0.0736036918879928,34.345194,1237,0.780572590909091,28.1136363636364,0.0097667926839017
2001,"3",43,43,19.599,1031,0.455790697674419,23.9767441860465,0.0740124990053294,11.129425,303,0.258823837209302,7.04651162790698,0.00640928604839583
2001,"4",44,43,11.918,722,0.270863636363636,16.4090909090909,0.0420281616915155,4.820899,176,0.109565886363636,4,0.00284016769751312
2001,"5",44,44,9.4,527,0.213636363636364,11.9772727272727,0.0435922885671935,4.870272,186,0.110688,4.22727272727273,0.00340493397374529
2001,"6",44,44,18.539,1140,0.421340909090909,25.9090909090909,0.0625548802873198,6.086662,236,0.138333227272727,5.36363636363636,0.00309619097307348
2001,"7",44,44,15.026,567,0.3415,12.8863636363636,0.0459066234448792,12.511528,402,0.284352909090909,9.13636363636364,0.00576256689359007
2001,"8",44,44,13.789,711,0.313386363636364,16.1590909090909,0.0547723157327534,8.696404,314,0.197645545454545,7.13636363636364,0.00520764894629018
2002,"1",44,38,15.337,719,0.348568181818182,16.3409090909091,0.0513079703360763,10.558875920398,325.326996197719,0.239974452736318,7.39379536812997,0.00700682100395466
2002,"2",44,44,58.707,2495,1.33425,56.7045454545455,0.085404912476115,45.911332,1398,1.04343936363636,31.7727272727273,0.0100690041218868
2002,"3",42,42,28.099,1536,0.66902380952381,36.5714285714286,0.115274345727578,18.461998,466,0.439571380952381,11.0952380952381,0.0116868065694851
2002,"4",43,43,29.898,2242,0.695302325581395,52.1395348837209,0.0854263137293809,10.599744,344,0.246505674418605,8,0.00461860346981865
2002,"5",44,44,11.713,661,0.266204545454545,15.0227272727273,0.0395627472761355,6.696534,201,0.152193954545455,4.56818181818182,0.00340990310595234
2002,"7",44,44,18.134,755,0.412136363636364,17.1590909090909,0.0600167488154907,13.690058,356,0.311137681818182,8.09090909090909,0.00683058348714875
2002,"8",43,43,8.964,386,0.20846511627907,8.97674418604651,0.0337375111028095,6.550271,180,0.15233188372093,4.18604651162791,0.00375955318472101
2003,"1",44,44,12.212,657,0.277545454545455,14.9318181818182,0.0511134113394754,8.044798,314,0.182836318181818,7.13636363636364,0.00507617840059782
2003,"2",44,44,59.33,2293,1.34840909090909,52.1136363636364,0.129003713330455,50.212008,1561,1.141182,35.4772727272727,0.0164592148480302
2003,"3",44,44,24.536,1456,0.557636363636364,33.0909090909091,0.108617095604792,15.339034,504,0.348614409090909,11.4545454545455,0.0102368442230145
2003,"4",44,44,20.78,1505,0.472272727272727,34.2045454545455,0.059515648657589,9.837629,378,0.223582477272727,8.59090909090909,0.00424765983716317
2003,"5",44,44,6.976,473,0.158545454545455,10.75,0.0246735012599422,3.540554,124,0.0804671363636364,2.81818181818182,0.00188785743315758
2003,"6",44,44,20.143,1362,0.457795454545455,30.9545454545455,0.057204434580474,9.450233,328,0.214778022727273,7.45454545454546,0.00404596128440242
2003,"7",44,44,26.192,1058,0.595272727272727,24.0454545454545,0.0816199901650424,22.256309,665,0.505825204545455,15.1136363636364,0.0104557377098466
2003,"8",44,44,10.253,529,0.233022727272727,12.0227272727273,0.0369534231813029,7.355672,258,0.167174363636364,5.86363636363636,0.00399668329279246
2004,"1",44,44,62.205,2849,1.41375,64.75,0.129253079201568,41.987687,1514,0.954265613636364,34.4090909090909,0.0131525880089476
2004,"2",44,44,65.24,3145,1.48272727272727,71.4772727272727,0.0920939482832496,40.562437,1061,0.921873568181818,24.1136363636364,0.0086320677755446
2004,"3",44,44,11.474,645,0.260772727272727,14.6590909090909,0.0608142065684149,7.573078,211,0.172115409090909,4.79545454545454,0.00605112732279765
2004,"4",44,44,32.308,2778,0.734272727272727,63.1363636363636,0.0846361530144099,9.576144,325,0.217639636363636,7.38636363636364,0.00378190112803224
2004,"5",44,44,6.127,573,0.13925,13.0227272727273,0.0349179364880502,1.922941,62,0.0437032045454545,1.40909090909091,0.00165211514144042
2004,"6",44,44,12.008,782,0.272909090909091,17.7727272727273,0.0335613070365551,4.347139,152,0.0987986136363636,3.45454545454545,0.00183166216845751
2004,"7",44,44,28.987,1351,0.658795454545455,30.7045454545455,0.074193048427986,21.04639,621,0.478327045454545,14.1136363636364,0.00812103198004174
2004,"8",44,44,9.562,470,0.217318181818182,10.6818181818182,0.0320158650670379,6.601347,215,0.150030613636364,4.88636363636364,0.00333213605145235
2005,"1",44,44,33.044,1531,0.751,34.7954545454545,0.0833254464202962,24.501624,853.537571,0.556855090909091,19.3985811590909,0.00931437177207243
2005,"2",44,44,69.276,5300,1.57445454545455,120.454545454545,0.0915035925919644,23.74165,931.881882,0.539582954545455,21.1791336818182,0.00472759105323295
2005,"3",44,44,21.086,1487,0.479227272727273,33.7954545454545,0.0828860744381578,10.923215,284.802393,0.248254886363636,6.47278165909091,0.00647308802705031
2005,"4",44,44,24.741,1856,0.562295454545454,42.1818181818182,0.062338642276461,7.374291,291.525986,0.167597522727273,6.62559059090909,0.00280113489107558
2005,"5",44,44,10.388,893,0.236090909090909,20.2954545454545,0.0487690312847646,2.498432,104.994904,0.0567825454545455,2.38624781818182,0.00176828956326844
2005,"6",43,43,15.212,894,0.353767441860465,20.7906976744186,0.0557561217552709,5.16561,177.341936,0.120130465116279,4.12423106976744,0.00288731141207723
2005,"7",44,44,38.158,2088,0.867227272727273,47.4545454545455,0.0955198797348633,21.360748,751.650069,0.485471545454546,17.0829561136364,0.00806117374242798
2005,"8",42,42,6.286,404,0.149666666666667,9.61904761904762,0.0304410030241791,3.037847,111.226149,0.0723296904761905,2.64824164285714,0.00226999987543448
2006,"1",42,4,54.2099997103214,2076,1.29071427881718,49.4285714285714,0.0953198605599415,45.1616828807021,1503.64485981308,1.07527816382624,35.8010680907877,0.0273121373153662
2006,"2",44,4,67.900000166893,3874,1.54318182197484,88.0454545454545,0.0939725633803812,31.1366100290109,1131.58075601375,0.707650227932066,25.7177444548579,0.0983483812377759
2006,"3",44,4,26.0199999923259,1749,0.591363636189225,39.75,0.0836019154648246,15.8835604046432,619.4375,0.360990009196435,14.078125,0.0449017395720855
2006,"4",44,4,16.5099998492748,1087,0.375227269301699,24.7045454545455,0.0550019104071088,3.60780293582861,84.1548387096774,0.0819955212688321,1.91260997067449,0.0150183105361323
2006,"5",44,4,16.1200000364333,1469,0.366363637191667,33.3863636363636,0.0773463779427671,2.5932450322708,83.4659090909091,0.0589373870970636,1.89695247933884,0.0497623082298435
2006,"6",42,4,8.40999993495643,463,0.200238093689439,11.0238095238095,0.0365251535840054,6.01241407290004,231.5,0.14315271602143,5.51190476190476,0.0267086915201182
2006,"7",44,4,44.1720000676513,2547,1.00390909244662,57.8863636363636,0.111877480484016,16.6861852407014,485.142857142857,0.379231482743213,11.025974025974,0.144534237321015
2006,"8",42,4,15.642999821037,868,0.372452376691358,20.6666666666667,0.0668715041629959,8.58473489873306,289.333333333333,0.204398449969835,6.88888888888889,0.0245008507272329
2007,"1",43,4,69.8200004696846,2986,1.62372094115546,69.4418604651163,0.115689002644615,54.0428131571632,1839.85858585859,1.25680960830612,42.7874089734555,0.116596574962631
2007,"2",43,4,115.520000219345,8157,2.68651163300803,189.697674418605,0.107078328842809,30.1561316127263,1163.77431906615,0.701305386342471,27.06451904805,0.177231904016628
2007,"3",44,4,36.4599999580532,2857,0.828636362683028,64.9318181818182,0.0914099045035529,13.3103449989868,423.707627118644,0.302507840886064,9.629718798151,0.083023002971426
2007,"4",44,4,39.8699997831136,3043,0.906136358707127,69.1590909090909,0.0954427845091026,6.38548447434827,217.357142857143,0.145124647144279,4.93993506493506,0.042539342667486
2007,"5",44,4,27.0600001072883,2129,0.615000002438372,48.3863636363636,0.0968884298635872,7.41901672002961,223.486187845304,0.168614016364309,5.07923154193872,0.0577400074876358
2007,"6",43,4,8.75099997512996,468,0.203511627328604,10.8837209302326,0.038959264353125,6.00823981971942,198,0.139726507435335,4.6046511627907,0.0233872758015188
2007,"7",44,4,53.360000135377,2812,1.21272727580402,63.9090909090909,0.127997822198833,31.2116281862577,1191.84105960265,0.709355186051312,27.0872968091511,0.0689726876721182
2007,"8",44,4,29.0699998994172,1700,0.660681815895845,38.6363636363636,0.0979112710169718,18.2160782052379,776.086956521739,0.414001777391771,17.6383399209486,0.0787224256823052
2008,"1",44,4,69.0283996453881,2807,1.56882726466791,63.7954545454545,0.127384228641555,55.3375467978927,1924.8,1.25767151813393,43.7454545454545,0.050222188008363
2008,"2",44,4,105.321899867356,7034,2.39367954243991,159.863636363636,0.117519973080322,27.9975782005182,903.673611111111,0.636308595466323,20.5380366161616,0.101602022474347
2008,"3",44,4,33.081700015977,2181,0.751856818544932,49.5681818181818,0.107919243352491,12.199302004281,414.570247933884,0.277256863733659,9.42205108940646,0.0450843426520278
2008,"4",44,4,51.2119001788944,3065,1.1639068222476,69.6590909090909,0.135188697330273,13.8419569795548,506.811023622047,0.314589931353518,11.5184323550465,0.0839033187647262
2008,"5",44,4,21.7161999882013,1443,0.493549999731847,32.7954545454545,0.0958405515950291,2.46568269251095,82.7950819672131,0.0560382430116126,1.88170640834575,0.0232423332347943
2008,"6",41,4,8.51379992949962,303,0.207653656817064,7.39024390243902,0.0314607538177881,4.09692580422268,101,0.0999250196151873,2.46341463414634,0.038147006272066
2008,"7",44,4,82.9150000145435,4248,1.88443181851235,96.5454545454545,0.196797169197322,45.3471116227192,1660.24454148472,1.03061617324362,37.732830488289,0.0465814003784558
2008,"8",43,4,33.093600477919,1923,0.769618615765557,44.7209302325581,0.136821136147471,12.1313083167432,491.93023255814,0.282123449226585,11.4402379664684,0.0181021838535555
2009,"1",44,4,97.8681009998322,4111,2.22427502272346,93.4318181818182,0.125096115409754,73.9268848784268,2540.50561797753,1.6801564745097,57.7387640449438,0.126789011070483
2009,"2",44,4,93.8773003053665,4951,2.13357500694015,112.522727272727,0.109729758335592,47.6081811167196,1727.09302325581,1.08200411628908,39.2521141649049,0.190794475304349
2009,"3",44,4,34.7770000103116,1932,0.790386363870718,43.9090909090909,0.104221965107562,20.3268389996973,579.6,0.461973613629483,13.1727272727273,0.0711346137577889
2009,"4",44,4,30.9355999370068,1529,0.703081816750155,34.75,0.109309135486339,17.3327701689307,577.302706422018,0.393926594748426,13.1205160550459,0.0460290681225919
2009,"5",44,4,16.247499923259,864,0.36926136189225,19.6363636363636,0.0647533429925602,6.4529607834965,209.291925465839,0.14665819962492,4.75663466967815,0.0250376154661951
2009,"7",44,4,63.1717001039982,2753,1.43572045690905,62.5681818181818,0.106868599629858,45.3916642132664,1541.25482625483,1.03162873211969,35.0285187785188,0.0520375381276822
2009,"8",44,4,25.1124997069687,1213,0.570738629703833,27.5681818181818,0.103127108356409,11.8746439434326,429.380530973451,0.269878271441649,9.7586484312148,0.0320804296914125
2009,"9",43,4,12.0474999160171,269,0.280174416651559,6.25581395348837,0.0484496421374813,12.047472509701,269,0.280173779295371,6.25581395348837,0.00738848436447588
2010,"1",44,4,57.4625997460842,2428,1.30596817604737,55.1818181818182,0.108510653822596,48.2618046958227,1852.57803468208,1.09685919763234,42.1040462427746,0.117096546790456
2010,"2",44,4,56.7141998784065,2369,1.2889590881456,53.8409090909091,0.0999434537342568,46.4105987822625,1714.04117647059,1.05478633596051,38.9554812834225,0.0422325916167173
2010,"3",43,4,23.4891998443574,1012,0.546260461496683,23.5348837209302,0.0866730046208306,16.3896689614103,473.782771535581,0.381155092125821,11.0182039891995,0.0521704278936528
2010,"4",43,4,16.0752999658763,676,0.373844185252938,15.7209302325581,0.063223617225949,12.1563280410293,397.929078014184,0.282705303279752,9.25416460498103,0.0101482986329381
2010,"5",44,4,4.6881999602139,214,0.10654999909577,4.86363636363636,0.0260693412875431,3.03478612267094,104.390243902439,0.0689724118788851,2.37250554323725,0.0113037313463731
2010,"7",44,4,33.0465000342727,1173,0.751056818960743,26.6590909090909,0.0865651531424085,25.6478862090135,763.019417475728,0.582906504750307,17.3413503971756,0.02099200675318
2010,"8",44,4,8.14999999292194,318,0.185227272566408,7.22727272727273,0.053170147136704,7.13418399380415,243.574468085106,0.162140545313731,5.5357833655706,0.0169200191956944
2010,"9",44,4,17.3601999707937,395,0.394549999336221,8.97727272727273,0.0573364447441352,17.3601999707937,395,0.394549999336221,8.97727272727273,0.00864379427405642
2011,"1",43,4,122.189999461174,4139,2.84162789444591,96.2558139534884,0.192749220730365,110.345504855039,3572.72057585337,2.56617453151254,83.0865250198457,0.2158619647239
2011,"2",44,4,85.2800004184246,3102,1.93818182769147,70.5,0.132922620560102,78.4505119907132,2506.98721227621,1.78296618160712,56.9769820971867,0.0594814133862671
2011,"3",44,4,24.7699998486787,1537,0.562954542015425,34.9318181818182,0.0928783212401671,13.3580179773944,313.837696335078,0.303591317668054,7.13267491670633,0.0179362302128277
2011,"4",43,4,19.9699999000877,1045,0.464418602327621,24.3023255813953,0.0581186225623445,13.6716029612381,392.054798598131,0.317944254912513,9.11755345577049,0.0366841319169531
2011,"5",44,4,1.59999998472631,100,0.0363636360165071,2.27272727272727,0.0112631922693087,0.815765010446429,23.8095238095238,0.0185401138737825,0.541125541125541,0.000865725589617274
2011,"7",44,3,29.4900001212954,968,0.670227275483987,22,0.0680997659334173,24.6820046509873,598.4,0.560954651158803,13.6,0.0379251629506387
2011,"8",44,3,5.27999997325242,244,0.1199999993921,5.54545454545455,0.0313373512211963,3.30693939773982,93.8461538461539,0.0751577135849959,2.13286713286713,0.0318082108954402
2011,"9",44,4,21.319999948144,445,0.484545453366908,10.1136363636364,0.0660757896060204,21.3199737466806,445,0.484544857879104,10.1136363636364,0.00996128785637432
2012,"1",44,4,134.490000033379,4141,3.05659090984951,94.1136363636364,0.151374582849038,131.726167086703,3963.33333333333,2.99377652469778,90.0757575757576,0.0308346307645824
2012,"2",44,4,63.6799996346235,2341,1.44727271896872,53.2045454545455,0.117306974685839,57.0733787403746,1749.17415730337,1.29712224409942,39.7539581205312,0.0496050509370457
2012,"3",43,4,34.519999768585,2193,0.802790692292674,51,0.0894020516009369,13.1276355927002,384.848175538043,0.305293850993028,8.94995757065217,0.0754762663458281
2012,"4",42,7,37.6500001615286,2198,0.89642857527449,52.3333333333333,0.0891010859947464,15.1626070687705,446.210526315789,0.361014454018345,10.6240601503759,0.0606438681944666
2012,"5",44,8,19.5900000408292,1037,0.445227273655208,23.5681818181818,0.0689788770041659,6.85667084314138,183.308080808081,0.155833428253213,4.1660927456382,0.0124194346941192
2012,"7",44,7,29.2599999252707,1437,0.664999998301606,32.6590909090909,0.0989092200374049,18.4963176177617,511.553123352113,0.420370854949129,11.6262073489117,0.0730249805011033
2012,"8",43,8,17.4300000156462,708,0.405348837573168,16.4651162790698,0.0801951862925727,12.6323972425916,394.41095890411,0.29377668006027,9.17234788149092,0.0336323631447936
2012,"9",44,4,10.8699999903142,209,0.247045454325324,4.75,0.0323801734470155,10.869986538566,209,0.247045148603774,4.75,0.00488148878507474
2012,"10",44,4,30.7599999795854,1664,0.699090908626941,37.8181818181818,0.0889056196819274,17.3025654973517,437.894736842105,0.39324012493981,9.95215311004785,0.0439234917086742
2013,"1",43,4,83.6900002658367,2555,1.94627907594969,59.4186046511628,0.118237810598571,76.6924840744346,2146.2,1.78354614126592,49.9116279069767,0.0470293062056196
2013,"2",43,4,84.0999999833107,3948,1.95581395310025,91.8139534883721,0.109287044944515,50.4858396394499,1444.18181818182,1.1740892939407,33.5856236786469,0.083395535822781
2013,"3",44,4,38.6499999787658,2254,0.878409090426497,51.2272727272727,0.0875560477783228,21.000338297464,619.342342342342,0.477280415851454,14.0759623259623,0.0203840778226153
2013,"4",44,4,28.5999999009073,1369,0.649999997747893,31.1136363636364,0.0704140573709635,16.4496486640365,530.333333333333,0.373855651455376,12.0530303030303,0.0141620611064864
2013,"5",43,4,16.0199999026954,866,0.372558137271987,20.1395348837209,0.0648920155557359,8.53293631192985,293.821428571429,0.198440379347206,6.83305647840532,0.0234649323686075
2013,"7",44,4,35.6999998939782,1340,0.811363633954051,30.4545454545455,0.109369512435104,31.7627622801125,1030,0.721880960911649,23.4090909090909,0.0373446475267773
2013,"8",44,4,28.6800002623349,1206,0.651818187780339,27.4090909090909,0.10205047689587,22.7503320251181,758.412371134021,0.517053000570867,17.2366447985005,0.0276852979738347
2013,"9",43,4,6.39000000804663,110,0.148604651349922,2.55813953488372,0.0297564524292962,6.38999989415793,110,0.148604648701347,2.55813953488372,0.00453781637276054
2013,"10",44,4,15.7499999949336,805,0.3579545453394,18.2954545454545,0.0603737300359121,8.91836279394616,243.715596330275,0.202690063498776,5.53899082568807,0.0455130228118816
2013,"11",43,4,47.3499997593462,2079,1.10116278510108,48.3488372093023,0.121756799703233,40.2675504449111,1410.42290748899,0.93645466150956,32.800532732302,0.0405230722789249
2014,"1",44,4,83.1,2648,1.88863636363636,60.1818181818182,0.130387530576835,78.7602482393397,2369.26315789474,1.79000564180318,53.8468899521531,0.0599498448692364
2014,"2",44,4,82.61,4622,1.8775,105.045454545455,0.112181484737769,46.2204328748262,1950.7721822542,1.05046438351878,44.3357314148681,0.124564693659832
2014,"3",43,4,48.12,3059,1.11906976744186,71.1395348837209,0.112441353707798,29.4481586982249,1016.06360424028,0.684840899958717,23.6293861451229,0.0834302862076081
2014,"4",44,4,31.75,1603,0.721590909090909,36.4318181818182,0.0869162455479406,20.2409351162791,699.995813611111,0.460021252642706,15.9089957638889,0.0786217293349895
